,0,1,2
0,0.0,0.01,0.041428571428571426
1,0.0,0.005,0.04571428571428572
2,0.0,0.0033333333333333335,0.04571428571428572
3,0.0,0.0025,0.04571428571428572
4,0.0,0.002,0.04571428571428572
5,0.0,0.0016666666666666668,0.05
6,0.0,0.0014285714285714286,0.04571428571428572
7,0.0,0.00125,0.04571428571428572
8,0.0,0.0011111111111111111,0.04571428571428572
9,0.0,0.001,0.04571428571428572
10,0.25,0.01,0.06
11,0.25,0.005,0.06999999999999999
12,0.25,0.0033333333333333335,0.06
13,0.25,0.0025,0.06
14,0.25,0.002,0.06
15,0.25,0.0016666666666666668,0.06
16,0.25,0.0014285714285714286,0.06
17,0.25,0.00125,0.06
18,0.25,0.0011111111111111111,0.06
19,0.25,0.001,0.06
20,0.5,0.01,0.20800000000000002
21,0.5,0.005,0.184
22,0.5,0.0033333333333333335,0.16
23,0.5,0.0025,0.17200000000000001
24,0.5,0.002,0.16
25,0.5,0.0016666666666666668,0.14800000000000002
26,0.5,0.0014285714285714286,0.14800000000000002
27,0.5,0.00125,0.136
28,0.5,0.0011111111111111111,0.124
29,0.5,0.001,0.136
30,1.0,0.01,0.1325
31,1.0,0.005,0.10500000000000001
32,1.0,0.0033333333333333335,0.10500000000000001
33,1.0,0.0025,0.09125
34,1.0,0.002,0.10500000000000001
35,1.0,0.0016666666666666668,0.09125
36,1.0,0.0014285714285714286,0.09125
37,1.0,0.00125,0.09125
38,1.0,0.0011111111111111111,0.0775
39,1.0,0.001,0.06375
