,0,1,2
0,0.0,0.01,21.4
1,0.0,0.005,41.4
2,0.0,0.0033333333333333335,61.8
3,0.0,0.0025,71.5
4,0.0,0.002,81.9
5,0.0,0.0016666666666666668,89.0
6,0.0,0.0014285714285714286,95.0
7,0.0,0.00125,100.8
8,0.0,0.0011111111111111111,101.6
9,0.0,0.001,106.1
10,0.25,0.01,16.7
11,0.25,0.005,30.5
12,0.25,0.0033333333333333335,40.8
13,0.25,0.0025,48.4
14,0.25,0.002,58.3
15,0.25,0.0016666666666666668,63.3
16,0.25,0.0014285714285714286,68.5
17,0.25,0.00125,73.2
18,0.25,0.0011111111111111111,76.5
19,0.25,0.001,79.4
20,0.5,0.01,9.4
21,0.5,0.005,12.5
22,0.5,0.0033333333333333335,15.6
23,0.5,0.0025,19.3
24,0.5,0.002,23.2
25,0.5,0.0016666666666666668,26.0
26,0.5,0.0014285714285714286,27.7
27,0.5,0.00125,30.2
28,0.5,0.0011111111111111111,33.0
29,0.5,0.001,34.8
30,1.0,0.01,10.0
31,1.0,0.005,13.2
32,1.0,0.0033333333333333335,16.8
33,1.0,0.0025,22.2
34,1.0,0.002,25.9
35,1.0,0.0016666666666666668,27.9
36,1.0,0.0014285714285714286,33.2
37,1.0,0.00125,35.6
38,1.0,0.0011111111111111111,38.2
39,1.0,0.001,40.4
