,0,1,2
0,0.0,0.01,0.012
1,0.0,0.005,0.012
2,0.0,0.0033333333333333335,0.014000000000000002
3,0.0,0.0025,0.014000000000000002
4,0.0,0.002,0.014000000000000002
5,0.0,0.0016666666666666668,0.014000000000000002
6,0.0,0.0014285714285714286,0.012
7,0.0,0.00125,0.012
8,0.0,0.0011111111111111111,0.014000000000000002
9,0.0,0.001,0.014000000000000002
10,0.25,0.01,0.018
11,0.25,0.005,0.018
12,0.25,0.0033333333333333335,0.018
13,0.25,0.0025,0.018
14,0.25,0.002,0.018
15,0.25,0.0016666666666666668,0.018
16,0.25,0.0014285714285714286,0.018
17,0.25,0.00125,0.018
18,0.25,0.0011111111111111111,0.018
19,0.25,0.001,0.018
20,0.5,0.01,0.062
21,0.5,0.005,0.062
22,0.5,0.0033333333333333335,0.062
23,0.5,0.0025,0.062
24,0.5,0.002,0.062
25,0.5,0.0016666666666666668,0.06
26,0.5,0.0014285714285714286,0.062
27,0.5,0.00125,0.06
28,0.5,0.0011111111111111111,0.06
29,0.5,0.001,0.062
30,1.0,0.01,0.05
31,1.0,0.005,0.057999999999999996
32,1.0,0.0033333333333333335,0.06
33,1.0,0.0025,0.06
34,1.0,0.002,0.06
35,1.0,0.0016666666666666668,0.057999999999999996
36,1.0,0.0014285714285714286,0.052000000000000005
37,1.0,0.00125,0.052000000000000005
38,1.0,0.0011111111111111111,0.05600000000000001
39,1.0,0.001,0.06
