lr,loss
0.00803755144032922,0.6346251940245139
0.009645061728395063,0.6120898012619685
0.011574074074074075,0.5984049157118972
0.013888888888888892,0.594618177190423
0.016666666666666666,0.6001707033243249
0.02,0.6176342026007307
0.024,0.6481668104751803
0.0288,0.7102966667700779
0.034559999999999994,0.8004179911942713
0.041472,0.9195405289955327
