lr,loss
0.00803755144032922,0.6027968935668468
0.009645061728395063,0.5730290532112121
0.011574074074074075,0.5480863915532828
0.013888888888888892,0.5280714687183499
0.016666666666666666,0.513670302145183
0.02,0.5052622642368079
0.024,0.503332451045513
0.0288,0.5085207334198057
0.034559999999999994,0.517129734262824
0.041472,0.5329176435023546
