lr,loss
0.0401877572016461,0.26996836230158805
0.04822530864197532,0.2577178847976029
0.05787037037037038,0.2459669378772378
0.06944444444444446,0.23522040927782656
0.08333333333333334,0.22586214803159238
0.1,0.2166346355713904
0.12,0.21123466469347477
0.144,0.2034954230999574
0.17279999999999998,0.20119653361383827
0.20736,0.20891004745615646
